0,0,0,0
0,0,0,13
0,0,0,14
0,0,0,15
0,0,0,16
0,0,0,17
0,0,0,18
0,0,0,19
0,0,0,20
0,0,0,21
0,0,0,22
0,0,0,23
0,0,0,24
0,0,0,25
0,0,0,26
0,0,0,27
0,0,0,28
0,0,0,29
0,0,0,30
0,0,0,43
0,0,0,44
0,0,0,45
0,0,0,46
0,0,0,47
0,0,0,48
0,0,0,49
0,0,0,50
0,0,0,51
0,0,0,52
0,0,0,53
0,0,0,54
0,0,0,55
0,0,0,56
0,0,0,57
0,0,0,58
0,0,0,59
0,0,0,60
0,0,0,73
0,0,0,74
0,0,0,75
0,0,0,76
0,0,0,77
0,0,0,78
0,0,0,79
0,0,0,80
0,0,0,81
0,0,0,82
0,0,0,83
0,0,0,84
0,0,0,85
0,0,0,86
0,0,0,87
0,0,0,88
0,0,0,89
0,0,0,90
0,0,1,0
0,0,1,13
0,0,1,14
0,0,1,15
0,0,1,16
0,0,1,17
0,0,1,18
0,0,1,19
0,0,1,20
0,0,1,21
0,0,1,22
0,0,1,23
0,0,1,24
0,0,1,25
0,0,1,26
0,0,1,27
0,0,1,28
0,0,1,29
0,0,1,30
0,0,1,43
0,0,1,44
0,0,1,45
0,0,1,46
0,0,1,47
0,0,1,48
0,0,1,49
0,0,1,50
0,0,1,51
0,0,1,52
0,0,1,53
0,0,1,54
0,0,1,55
0,0,1,56
0,0,1,57
0,0,1,58
0,0,1,59
0,0,1,60
0,0,1,73
0,0,1,74
0,0,1,75
0,0,1,76
0,0,1,77
0,0,1,78
0,0,1,79
0,0,1,80
0,0,1,81
0,0,1,82
0,0,1,83
0,0,1,84
0,0,1,85
0,0,1,86
0,0,1,87
0,0,1,88
0,0,1,89
0,0,1,90
0,1,0,0
0,1,0,13
0,1,0,14
0,1,0,15
0,1,0,16
0,1,0,17
0,1,0,18
0,1,0,19
0,1,0,20
0,1,0,21
0,1,0,22
0,1,0,23
0,1,0,24
0,1,0,25
0,1,0,26
0,1,0,27
0,1,0,28
0,1,0,29
0,1,0,30
0,1,0,43
0,1,0,44
0,1,0,45
0,1,0,46
0,1,0,47
0,1,0,48
0,1,0,49
0,1,0,50
0,1,0,51
0,1,0,52
0,1,0,53
0,1,0,54
0,1,0,55
0,1,0,56
0,1,0,57
0,1,0,58
0,1,0,59
0,1,0,60
0,1,0,73
0,1,0,74
0,1,0,75
0,1,0,76
0,1,0,77
0,1,0,78
0,1,0,79
0,1,0,80
0,1,0,81
0,1,0,82
0,1,0,83
0,1,0,84
0,1,0,85
0,1,0,86
0,1,0,87
0,1,0,88
0,1,0,89
0,1,0,90
0,1,1,0
0,1,1,13
0,1,1,14
0,1,1,15
0,1,1,16
0,1,1,17
0,1,1,18
0,1,1,19
0,1,1,20
0,1,1,21
0,1,1,22
0,1,1,23
0,1,1,24
0,1,1,25
0,1,1,26
0,1,1,27
0,1,1,28
0,1,1,29
0,1,1,30
0,1,1,43
0,1,1,44
0,1,1,45
0,1,1,46
0,1,1,47
0,1,1,48
0,1,1,49
0,1,1,50
0,1,1,51
0,1,1,52
0,1,1,53
0,1,1,54
0,1,1,55
0,1,1,56
0,1,1,57
0,1,1,58
0,1,1,59
0,1,1,60
0,1,1,73
0,1,1,74
0,1,1,75
0,1,1,76
0,1,1,77
0,1,1,78
0,1,1,79
0,1,1,80
0,1,1,81
0,1,1,82
0,1,1,83
0,1,1,84
0,1,1,85
0,1,1,86
0,1,1,87
0,1,1,88
0,1,1,89
0,1,1,90
0,2,0,0
0,2,0,13
0,2,0,14
0,2,0,15
0,2,0,16
0,2,0,17
0,2,0,18
0,2,0,19
0,2,0,20
0,2,0,21
0,2,0,22
0,2,0,23
0,2,0,24
0,2,0,25
0,2,0,26
0,2,0,27
0,2,0,28
0,2,0,29
0,2,0,30
0,2,0,43
0,2,0,44
0,2,0,45
0,2,0,46
0,2,0,47
0,2,0,48
0,2,0,49
0,2,0,50
0,2,0,51
0,2,0,52
0,2,0,53
0,2,0,54
0,2,0,55
0,2,0,56
0,2,0,57
0,2,0,58
0,2,0,59
0,2,0,60
0,2,0,73
0,2,0,74
0,2,0,75
0,2,0,76
0,2,0,77
0,2,0,78
0,2,0,79
0,2,0,80
0,2,0,81
0,2,0,82
0,2,0,83
0,2,0,84
0,2,0,85
0,2,0,86
0,2,0,87
0,2,0,88
0,2,0,89
0,2,0,90
0,2,1,0
0,2,1,13
0,2,1,14
0,2,1,15
0,2,1,16
0,2,1,17
0,2,1,18
0,2,1,19
0,2,1,20
0,2,1,21
0,2,1,22
0,2,1,23
0,2,1,24
0,2,1,25
0,2,1,26
0,2,1,27
0,2,1,28
0,2,1,29
0,2,1,30
0,2,1,43
0,2,1,44
0,2,1,45
0,2,1,46
0,2,1,47
0,2,1,48
0,2,1,49
0,2,1,50
0,2,1,51
0,2,1,52
0,2,1,53
0,2,1,54
0,2,1,55
0,2,1,56
0,2,1,57
0,2,1,58
0,2,1,59
0,2,1,60
0,2,1,73
0,2,1,74
0,2,1,75
0,2,1,76
0,2,1,77
0,2,1,78
0,2,1,79
0,2,1,80
0,2,1,81
0,2,1,82
0,2,1,83
0,2,1,84
0,2,1,85
0,2,1,86
0,2,1,87
0,2,1,88
0,2,1,89
0,2,1,90
0,3,0,0
0,3,0,13
0,3,0,14
0,3,0,15
0,3,0,16
0,3,0,17
0,3,0,18
0,3,0,19
0,3,0,20
0,3,0,21
0,3,0,22
0,3,0,23
0,3,0,24
0,3,0,25
0,3,0,26
0,3,0,27
0,3,0,28
0,3,0,29
0,3,0,30
0,3,0,43
0,3,0,44
0,3,0,45
0,3,0,46
0,3,0,47
0,3,0,48
0,3,0,49
0,3,0,50
0,3,0,51
0,3,0,52
0,3,0,53
0,3,0,54
0,3,0,55
0,3,0,56
0,3,0,57
0,3,0,58
0,3,0,59
0,3,0,60
0,3,0,73
0,3,0,74
0,3,0,75
0,3,0,76
0,3,0,77
0,3,0,78
0,3,0,79
0,3,0,80
0,3,0,81
0,3,0,82
0,3,0,83
0,3,0,84
0,3,0,85
0,3,0,86
0,3,0,87
0,3,0,88
0,3,0,89
0,3,0,90
0,3,1,0
0,3,1,13
0,3,1,14
0,3,1,15
0,3,1,16
0,3,1,17
0,3,1,18
0,3,1,19
0,3,1,20
0,3,1,21
0,3,1,22
0,3,1,23
0,3,1,24
0,3,1,25
0,3,1,26
0,3,1,27
0,3,1,28
0,3,1,29
0,3,1,30
0,3,1,43
0,3,1,44
0,3,1,45
0,3,1,46
0,3,1,47
0,3,1,48
0,3,1,49
0,3,1,50
0,3,1,51
0,3,1,52
0,3,1,53
0,3,1,54
0,3,1,55
0,3,1,56
0,3,1,57
0,3,1,58
0,3,1,59
0,3,1,60
0,3,1,73
0,3,1,74
0,3,1,75
0,3,1,76
0,3,1,77
0,3,1,78
0,3,1,79
0,3,1,80
0,3,1,81
0,3,1,82
0,3,1,83
0,3,1,84
0,3,1,85
0,3,1,86
0,3,1,87
0,3,1,88
0,3,1,89
0,3,1,90
0,4,0,0
0,4,0,13
0,4,0,14
0,4,0,15
0,4,0,16
0,4,0,17
0,4,0,18
0,4,0,19
0,4,0,20
0,4,0,21
0,4,0,22
0,4,0,23
0,4,0,24
0,4,0,25
0,4,0,26
0,4,0,27
0,4,0,28
0,4,0,29
0,4,0,30
0,4,0,43
0,4,0,44
