#tileida,tileidb,dir,val
# 0 , 1:0:0
# 1 , -1:0:0
# 2 , 0:1:0
# 3 , 0:-1:0
# 4 , 0:0:1
# 5 , 0:0:-1
#
# .000 =(1:0:0)=> .000 : 1
0,0,0,1
#
# .000 =(1:0:0)=> s000 : 1
0,1,0,1
#
# .000 =(1:0:0)=> s001 : 1
0,2,0,1
#
# .000 =(1:0:0)=> s003 : 1
0,4,0,1
#
# .000 =(1:0:0)=> s010 : 1
0,5,0,1
#
# .000 =(1:0:0)=> s011 : 1
0,6,0,1
#
# .000 =(1:0:0)=> s030 : 1
0,7,0,1
#
# .000 =(1:0:0)=> s031 : 1
0,8,0,1
#
# .000 =(1:0:0)=> s100 : 1
0,9,0,1
#
# .000 =(1:0:0)=> s101 : 1
0,10,0,1
#
# .000 =(1:0:0)=> s103 : 1
0,12,0,1
#
# .000 =(1:0:0)=> |000 : 1
0,13,0,1
#
# .000 =(1:0:0)=> |010 : 1
0,15,0,1
#
# .000 =(1:0:0)=> |100 : 1
0,17,0,1
#
# .000 =(1:0:0)=> |101 : 1
0,18,0,1
#
# .000 =(1:0:0)=> r000 : 1
0,19,0,1
#
# .000 =(1:0:0)=> r003 : 1
0,22,0,1
#
# .000 =(1:0:0)=> r010 : 1
0,23,0,1
#
# .000 =(1:0:0)=> r012 : 1
0,25,0,1
#
# .000 =(1:0:0)=> r013 : 1
0,26,0,1
#
# .000 =(1:0:0)=> r030 : 1
0,27,0,1
#
# .000 =(1:0:0)=> r032 : 1
0,29,0,1
#
# .000 =(1:0:0)=> r033 : 1
0,30,0,1
#
# .000 =(1:0:0)=> t000 : 1
0,31,0,1
#
# .000 =(1:0:0)=> t001 : 1
0,32,0,1
#
# .000 =(1:0:0)=> t003 : 1
0,34,0,1
#
# .000 =(1:0:0)=> t010 : 1
0,35,0,1
#
# .000 =(1:0:0)=> t011 : 1
0,36,0,1
#
# .000 =(1:0:0)=> t030 : 1
0,37,0,1
#
# .000 =(1:0:0)=> t031 : 1
0,38,0,1
#
# .000 =(1:0:0)=> t100 : 1
0,39,0,1
#
# .000 =(1:0:0)=> t101 : 1
0,40,0,1
#
# .000 =(1:0:0)=> t103 : 1
0,42,0,1
#
# .000 =(1:0:0)=> -001 : 1
0,44,0,1
#
# .000 =(1:0:0)=> -010 : 1
0,45,0,1
#
# .000 =(1:0:0)=> -011 : 1
0,46,0,1
#
# .000 =(1:0:0)=> -101 : 1
0,48,0,1
#
# .000 =(1:0:0)=> /000 : 1
0,49,0,1
#
# .000 =(1:0:0)=> /003 : 1
0,52,0,1
#
# .000 =(1:0:0)=> /010 : 1
0,53,0,1
#
# .000 =(1:0:0)=> /012 : 1
0,55,0,1
#
# .000 =(1:0:0)=> /013 : 1
0,56,0,1
#
# .000 =(1:0:0)=> /030 : 1
0,57,0,1
#
# .000 =(1:0:0)=> /032 : 1
0,59,0,1
#
# .000 =(1:0:0)=> /033 : 1
0,60,0,1
#
# .000 =(1:0:0)=> u000 : 1
0,61,0,1
#
# .000 =(1:0:0)=> u001 : 1
0,62,0,1
#
# .000 =(1:0:0)=> u003 : 1
0,64,0,1
#
# .000 =(1:0:0)=> u010 : 1
0,65,0,1
#
# .000 =(1:0:0)=> u011 : 1
0,66,0,1
#
# .000 =(1:0:0)=> u030 : 1
0,67,0,1
#
# .000 =(1:0:0)=> u031 : 1
0,68,0,1
#
# .000 =(1:0:0)=> u100 : 1
0,69,0,1
#
# .000 =(1:0:0)=> u101 : 1
0,70,0,1
#
# .000 =(1:0:0)=> u103 : 1
0,72,0,1
#
# .000 =(1:0:0)=> !000 : 1
0,73,0,1
#
# .000 =(1:0:0)=> !010 : 1
0,75,0,1
#
# .000 =(1:0:0)=> !100 : 1
0,77,0,1
#
# .000 =(1:0:0)=> !101 : 1
0,78,0,1
#
# .000 =(1:0:0)=> L000 : 1
0,79,0,1
#
# .000 =(1:0:0)=> L001 : 1
0,80,0,1
#
# .000 =(1:0:0)=> L010 : 1
0,83,0,1
#
# .000 =(1:0:0)=> L011 : 1
0,84,0,1
#
# .000 =(1:0:0)=> L012 : 1
0,85,0,1
#
# .000 =(1:0:0)=> L030 : 1
0,87,0,1
#
# .000 =(1:0:0)=> L031 : 1
0,88,0,1
#
# .000 =(1:0:0)=> L032 : 1
0,89,0,1
#
# s000 =(1:0:0)=> s002 : 1
1,3,0,1
#
